x,y,label
464.0,84.0,1
433.0,96.0,1
463.0,97.0,1
467.0,103.0,1
465.0,83.0,1
460.0,111.0,1
450.0,96.0,1
457.0,82.0,1
466.0,82.0,1
448.0,110.0,1
417.0,86.0,1
401.0,96.0,1
420.0,113.0,1
419.0,91.0,1
418.0,91.0,1
400.0,101.0,1
406.0,101.0,1
409.0,92.0,1
412.0,86.0,1
425.0,90.0,1
377.0,104.0,1
408.0,116.0,1
400.0,126.0,1
383.0,97.0,1
399.0,128.0,1
402.0,96.0,1
407.0,93.0,1
410.0,115.0,1
407.0,99.0,1
412.0,95.0,1
357.0,125.0,1
395.0,131.0,1
373.0,126.0,1
392.0,102.0,1
385.0,138.0,1
382.0,125.0,1
383.0,114.0,1
391.0,138.0,1
381.0,126.0,1
383.0,125.0,1
361.0,130.0,1
361.0,158.0,1
351.0,144.0,1
361.0,165.0,1
350.0,136.0,1
374.0,132.0,1
343.0,152.0,1
363.0,134.0,1
372.0,136.0,1
371.0,157.0,1
352.0,164.0,1
357.0,192.0,1
347.0,167.0,1
341.0,172.0,1
353.0,155.0,1
333.0,168.0,1
357.0,182.0,1
332.0,168.0,1
364.0,195.0,1
329.0,159.0,1
331.0,186.0,1
348.0,204.0,1
315.0,186.0,1
344.0,202.0,1
340.0,212.0,1
328.0,173.0,1
348.0,176.0,1
341.0,203.0,1
349.0,187.0,1
316.0,179.0,1
311.0,229.0,1
284.0,237.0,1
292.0,259.0,1
289.0,222.0,1
289.0,234.0,1
288.0,256.0,1
280.0,256.0,1
293.0,226.0,1
287.0,260.0,1
285.0,232.0,1
252.0,294.0,1
270.0,294.0,1
247.0,300.0,1
247.0,295.0,1
242.0,279.0,1
239.0,296.0,1
262.0,305.0,1
270.0,266.0,1
260.0,270.0,1
274.0,267.0,1
207.0,302.0,1
227.0,303.0,1
215.0,309.0,1
224.0,312.0,1
210.0,301.0,1
205.0,332.0,1
227.0,315.0,1
205.0,307.0,1
199.0,308.0,1
229.0,311.0,1
155.0,322.0,1
176.0,332.0,1
180.0,330.0,1
186.0,347.0,1
173.0,340.0,1
175.0,339.0,1
169.0,355.0,1
166.0,316.0,1
164.0,354.0,1
168.0,321.0,1
207.0,197.0,1
207.0,221.0,1
174.0,204.0,1
190.0,221.0,1
176.0,193.0,1
204.0,199.0,1
209.0,225.0,1
189.0,193.0,1
191.0,197.0,1
204.0,189.0,1
254.0,168.0,1
228.0,168.0,1
236.0,152.0,1
223.0,153.0,1
251.0,136.0,1
226.0,160.0,1
243.0,150.0,1
239.0,153.0,1
217.0,137.0,1
236.0,158.0,1
269.0,151.0,1
266.0,155.0,1
284.0,165.0,1
271.0,150.0,1
255.0,151.0,1
258.0,161.0,1
263.0,168.0,1
284.0,184.0,1
259.0,176.0,1
263.0,189.0,1
203.0,281.0,1
189.0,269.0,1
191.0,264.0,1
178.0,280.0,1
198.0,271.0,1
218.0,264.0,1
195.0,276.0,1
213.0,252.0,1
184.0,283.0,1
183.0,281.0,1
160.0,317.0,1
158.0,291.0,1
176.0,286.0,1
162.0,295.0,1
189.0,286.0,1
173.0,298.0,1
178.0,288.0,1
186.0,287.0,1
189.0,283.0,1
180.0,301.0,1
182.0,423.0,1
147.0,415.0,1
165.0,440.0,1
178.0,419.0,1
182.0,436.0,1
172.0,416.0,1
149.0,414.0,1
176.0,411.0,1
183.0,432.0,1
146.0,436.0,1
245.0,429.0,1
212.0,421.0,1
217.0,414.0,1
209.0,413.0,1
245.0,413.0,1
235.0,434.0,1
246.0,427.0,1
238.0,416.0,1
234.0,441.0,1
218.0,427.0,1
151.0,356.0,1
139.0,366.0,1
156.0,381.0,1
174.0,385.0,1
142.0,383.0,1
158.0,374.0,1
177.0,369.0,1
159.0,365.0,1
171.0,392.0,1
139.0,362.0,1
124.0,394.0,1
112.0,406.0,1
98.0,429.0,1
105.0,427.0,1
95.0,418.0,1
126.0,431.0,1
113.0,407.0,1
130.0,400.0,1
110.0,404.0,1
130.0,430.0,1
126.0,430.0,1
133.0,447.0,1
131.0,449.0,1
127.0,456.0,1
143.0,441.0,1
134.0,423.0,1
115.0,421.0,1
142.0,437.0,1
107.0,425.0,1
113.0,439.0,1
254.0,307.0,1
233.0,309.0,1
235.0,332.0,1
233.0,320.0,1
251.0,327.0,1
236.0,336.0,1
264.0,314.0,1
238.0,308.0,1
238.0,325.0,1
245.0,343.0,1
187.0,379.0,1
197.0,365.0,1
198.0,386.0,1
193.0,379.0,1
198.0,377.0,1
203.0,393.0,1
181.0,381.0,1
208.0,372.0,1
207.0,384.0,1
198.0,384.0,1
219.0,381.0,1
209.0,400.0,1
198.0,362.0,1
190.0,389.0,1
183.0,364.0,1
220.0,394.0,1
220.0,395.0,1
184.0,382.0,1
209.0,362.0,1
220.0,367.0,1
328.0,81.0,0
328.0,84.0,0
300.0,70.0,0
315.0,48.0,0
322.0,81.0,0
329.0,60.0,0
298.0,58.0,0
320.0,75.0,0
325.0,49.0,0
323.0,75.0,0
329.0,50.0,0
310.0,67.0,0
333.0,44.0,0
333.0,66.0,0
330.0,74.0,0
303.0,67.0,0
299.0,77.0,0
300.0,81.0,0
327.0,76.0,0
317.0,60.0,0
315.0,53.0,0
301.0,70.0,0
299.0,62.0,0
324.0,49.0,0
326.0,82.0,0
318.0,49.0,0
296.0,45.0,0
308.0,52.0,0
296.0,59.0,0
309.0,53.0,0
177.0,77.0,0
158.0,79.0,0
147.0,99.0,0
174.0,71.0,0
161.0,80.0,0
166.0,99.0,0
168.0,81.0,0
159.0,102.0,0
159.0,86.0,0
149.0,93.0,0
130.0,133.0,0
117.0,125.0,0
140.0,122.0,0
132.0,126.0,0
131.0,120.0,0
124.0,119.0,0
105.0,99.0,0
127.0,105.0,0
127.0,100.0,0
130.0,111.0,0
52.0,176.0,0
25.0,175.0,0
18.0,196.0,0
17.0,195.0,0
36.0,170.0,0
23.0,167.0,0
42.0,203.0,0
47.0,178.0,0
44.0,171.0,0
47.0,174.0,0
31.0,233.0,0
22.0,202.0,0
35.0,222.0,0
3.0,207.0,0
14.0,213.0,0
22.0,216.0,0
23.0,237.0,0
6.0,218.0,0
15.0,232.0,0
40.0,198.0,0
5.0,225.0,0
37.0,235.0,0
31.0,232.0,0
20.0,217.0,0
17.0,230.0,0
13.0,227.0,0
36.0,227.0,0
37.0,220.0,0
28.0,227.0,0
16.0,235.0,0
104.0,197.0,0
101.0,202.0,0
104.0,179.0,0
104.0,206.0,0
114.0,194.0,0
99.0,208.0,0
82.0,180.0,0
90.0,175.0,0
77.0,199.0,0
107.0,200.0,0
161.0,157.0,0
125.0,159.0,0
136.0,165.0,0
131.0,128.0,0
151.0,163.0,0
142.0,156.0,0
121.0,142.0,0
160.0,139.0,0
156.0,166.0,0
121.0,162.0,0
148.0,150.0,0
162.0,151.0,0
136.0,146.0,0
158.0,117.0,0
130.0,146.0,0
170.0,127.0,0
142.0,119.0,0
143.0,155.0,0
143.0,147.0,0
145.0,144.0,0
167.0,146.0,0
156.0,145.0,0
174.0,141.0,0
177.0,142.0,0
164.0,109.0,0
139.0,119.0,0
151.0,121.0,0
159.0,117.0,0
164.0,149.0,0
170.0,129.0,0
134.0,199.0,0
152.0,169.0,0
138.0,197.0,0
156.0,184.0,0
161.0,174.0,0
134.0,173.0,0
159.0,166.0,0
141.0,176.0,0
156.0,183.0,0
144.0,174.0,0
63.0,272.0,0
51.0,261.0,0
46.0,238.0,0
59.0,257.0,0
48.0,265.0,0
41.0,263.0,0
47.0,254.0,0
55.0,240.0,0
77.0,236.0,0
45.0,236.0,0
7.0,242.0,0
24.0,247.0,0
16.0,269.0,0
10.0,258.0,0
16.0,257.0,0
24.0,251.0,0
7.0,253.0,0
30.0,273.0,0
8.0,281.0,0
39.0,254.0,0
26.0,251.0,0
34.0,270.0,0
30.0,279.0,0
11.0,245.0,0
7.0,284.0,0
19.0,284.0,0
17.0,264.0,0
32.0,270.0,0
26.0,274.0,0
36.0,251.0,0
140.0,173.0,0
133.0,191.0,0
157.0,157.0,0
124.0,179.0,0
125.0,189.0,0
150.0,180.0,0
146.0,166.0,0
129.0,153.0,0
147.0,189.0,0
128.0,161.0,0
212.0,87.0,0
240.0,92.0,0
209.0,79.0,0
210.0,85.0,0
211.0,88.0,0
241.0,67.0,0
215.0,70.0,0
230.0,77.0,0
229.0,92.0,0
223.0,104.0,0
260.0,97.0,0
245.0,77.0,0
241.0,63.0,0
230.0,75.0,0
250.0,63.0,0
245.0,63.0,0
244.0,86.0,0
258.0,97.0,0
226.0,97.0,0
232.0,84.0,0
268.0,45.0,0
288.0,47.0,0
277.0,74.0,0
290.0,78.0,0
273.0,79.0,0
290.0,54.0,0
293.0,55.0,0
284.0,59.0,0
282.0,67.0,0
284.0,69.0,0
304.0,43.0,0
299.0,62.0,0
293.0,47.0,0
307.0,76.0,0
302.0,42.0,0
307.0,66.0,0
284.0,60.0,0
300.0,76.0,0
307.0,60.0,0
300.0,69.0,0
278.0,28.0,0
294.0,40.0,0
302.0,52.0,0
318.0,52.0,0
282.0,34.0,0
283.0,22.0,0
293.0,58.0,0
282.0,39.0,0
286.0,36.0,0
283.0,58.0,0
217.0,31.0,0
216.0,13.0,0
235.0,25.0,0
244.0,41.0,0
237.0,31.0,0
204.0,31.0,0
205.0,26.0,0
214.0,41.0,0
237.0,33.0,0
206.0,27.0,0
121.0,54.0,0
128.0,40.0,0
105.0,64.0,0
100.0,60.0,0
99.0,38.0,0
135.0,60.0,0
127.0,56.0,0
113.0,64.0,0
102.0,49.0,0
135.0,63.0,0
47.0,94.0,0
31.0,109.0,0
21.0,97.0,0
27.0,87.0,0
28.0,108.0,0
35.0,94.0,0
28.0,120.0,0
46.0,113.0,0
47.0,91.0,0
15.0,88.0,0
15.0,116.0,0
40.0,144.0,0
39.0,121.0,0
28.0,122.0,0
52.0,141.0,0
43.0,140.0,0
47.0,124.0,0
24.0,108.0,0
48.0,138.0,0
29.0,139.0,0
98.0,92.0,0
99.0,79.0,0
117.0,90.0,0
117.0,79.0,0
114.0,94.0,0
127.0,94.0,0
127.0,84.0,0
106.0,92.0,0
99.0,86.0,0
124.0,110.0,0
44.0,68.0,0
76.0,57.0,0
50.0,94.0,0
45.0,84.0,0
48.0,67.0,0
71.0,81.0,0
69.0,89.0,0
70.0,57.0,0
58.0,64.0,0
77.0,74.0,0
37.0,24.0,0
41.0,32.0,0
58.0,40.0,0
65.0,11.0,0
61.0,35.0,0
40.0,22.0,0
48.0,35.0,0
39.0,22.0,0
62.0,19.0,0
54.0,10.0,0
147.0,12.0,0
147.0,29.0,0
175.0,40.0,0
146.0,35.0,0
151.0,25.0,0
161.0,37.0,0
165.0,11.0,0
143.0,29.0,0
168.0,43.0,0
153.0,39.0,0
163.0,101.0,0
165.0,93.0,0
160.0,80.0,0
166.0,108.0,0
183.0,87.0,0
181.0,77.0,0
183.0,76.0,0
163.0,82.0,0
174.0,99.0,0
153.0,88.0,0
89.0,151.0,0
114.0,159.0,0
91.0,136.0,0
90.0,133.0,0
79.0,150.0,0
114.0,135.0,0
114.0,160.0,0
84.0,157.0,0
110.0,155.0,0
95.0,127.0,0
58.0,137.0,0
43.0,132.0,0
56.0,128.0,0
33.0,128.0,0
34.0,129.0,0
71.0,132.0,0
44.0,136.0,0
67.0,147.0,0
71.0,109.0,0
69.0,147.0,0
132.0,61.0,0
160.0,42.0,0
127.0,59.0,0
148.0,61.0,0
165.0,55.0,0
146.0,48.0,0
130.0,47.0,0
164.0,67.0,0
162.0,59.0,0
134.0,39.0,0
223.0,46.0,0
239.0,35.0,0
252.0,37.0,0
229.0,46.0,0
219.0,54.0,0
228.0,42.0,0
236.0,58.0,0
220.0,60.0,0
237.0,54.0,0
252.0,38.0,0
273.0,34.0,0
285.0,61.0,0
260.0,63.0,0
290.0,52.0,0
289.0,44.0,0
255.0,36.0,0
272.0,52.0,0
285.0,51.0,0
271.0,46.0,0
265.0,48.0,0
348.0,31.0,0
381.0,44.0,0
345.0,43.0,0
363.0,19.0,0
374.0,40.0,0
369.0,48.0,0
348.0,44.0,0
373.0,19.0,0
381.0,22.0,0
381.0,27.0,0
354.0,25.0,0
374.0,6.0,0
357.0,38.0,0
351.0,26.0,0
374.0,4.0,0
366.0,30.0,0
373.0,38.0,0
371.0,43.0,0
378.0,39.0,0
380.0,33.0,0
384.0,34.0,0
387.0,13.0,0
357.0,34.0,0
390.0,38.0,0
368.0,10.0,0
390.0,18.0,0
380.0,9.0,0
369.0,33.0,0
372.0,40.0,0
365.0,19.0,0
268.0,40.0,0
265.0,10.0,0
290.0,17.0,0
278.0,16.0,0
265.0,40.0,0
290.0,7.0,0
276.0,20.0,0
294.0,16.0,0
287.0,7.0,0
304.0,20.0,0
305.0,4.0,0
334.0,19.0,0
320.0,1.0,0
323.0,31.0,0
319.0,10.0,0
335.0,24.0,0
315.0,30.0,0
340.0,18.0,0
309.0,25.0,0
334.0,22.0,0
306.0,4.0,0
311.0,7.0,0
331.0,30.0,0
304.0,6.0,0
329.0,10.0,0
337.0,17.0,0
330.0,32.0,0
308.0,17.0,0
314.0,40.0,0
299.0,31.0,0
194.0,102.0,0
174.0,95.0,0
170.0,90.0,0
166.0,72.0,0
178.0,94.0,0
174.0,105.0,0
177.0,107.0,0
193.0,97.0,0
186.0,82.0,0
171.0,82.0,0
98.0,393.0,1
78.0,408.0,1
68.0,394.0,1
74.0,399.0,1
85.0,385.0,1
74.0,373.0,1
68.0,402.0,1
97.0,402.0,1
68.0,391.0,1
65.0,406.0,1
95.0,332.0,1
71.0,312.0,1
97.0,328.0,1
109.0,303.0,1
79.0,340.0,1
84.0,308.0,1
84.0,326.0,1
98.0,305.0,1
77.0,303.0,1
74.0,309.0,1
95.0,334.0,1
110.0,312.0,1
99.0,327.0,1
113.0,326.0,1
100.0,343.0,1
82.0,326.0,1
116.0,318.0,1
94.0,348.0,1
84.0,326.0,1
80.0,346.0,1
128.0,337.0,1
149.0,332.0,1
148.0,350.0,1
139.0,347.0,1
139.0,317.0,1
137.0,318.0,1
135.0,356.0,1
140.0,334.0,1
138.0,346.0,1
154.0,356.0,1
61.0,291.0,0
59.0,288.0,0
69.0,294.0,0
49.0,314.0,0
58.0,303.0,0
55.0,312.0,0
79.0,318.0,0
65.0,289.0,0
70.0,301.0,0
76.0,294.0,0
64.0,295.0,0
47.0,293.0,0
62.0,309.0,0
73.0,302.0,0
69.0,283.0,0
49.0,280.0,0
69.0,284.0,0
75.0,286.0,0
86.0,301.0,0
85.0,310.0,0
35.0,331.0,0
38.0,308.0,0
35.0,298.0,0
46.0,312.0,0
69.0,304.0,0
32.0,306.0,0
59.0,327.0,0
59.0,304.0,0
29.0,330.0,0
49.0,316.0,0
39.0,373.0,0
44.0,352.0,0
36.0,346.0,0
22.0,351.0,0
22.0,367.0,0
16.0,361.0,0
15.0,348.0,0
35.0,350.0,0
37.0,347.0,0
49.0,345.0,0
15.0,405.0,0
19.0,381.0,0
4.0,393.0,0
25.0,413.0,0
23.0,389.0,0
22.0,388.0,0
15.0,405.0,0
36.0,381.0,0
13.0,417.0,0
4.0,419.0,0
15.0,391.0,0
15.0,399.0,0
28.0,387.0,0
25.0,389.0,0
22.0,390.0,0
4.0,400.0,0
13.0,419.0,0
8.0,417.0,0
38.0,413.0,0
2.0,410.0,0
33.0,466.0,0
1.0,442.0,0
24.0,436.0,0
10.0,449.0,0
14.0,445.0,0
-3.0,468.0,0
2.0,462.0,0
26.0,469.0,0
23.0,438.0,0
-3.0,446.0,0
220.0,257.0,1
254.0,242.0,1
233.0,275.0,1
245.0,244.0,1
239.0,258.0,1
240.0,252.0,1
242.0,243.0,1
215.0,239.0,1
231.0,267.0,1
230.0,239.0,1
314.0,461.0,2
316.0,434.0,2
319.0,461.0,2
329.0,463.0,2
350.0,444.0,2
328.0,468.0,2
339.0,443.0,2
326.0,448.0,2
327.0,450.0,2
330.0,448.0,2
324.0,446.0,2
329.0,468.0,2
348.0,452.0,2
332.0,456.0,2
326.0,457.0,2
331.0,438.0,2
341.0,442.0,2
318.0,454.0,2
311.0,452.0,2
311.0,448.0,2
315.0,444.0,2
287.0,466.0,2
319.0,452.0,2
286.0,449.0,2
291.0,458.0,2
290.0,453.0,2
303.0,447.0,2
315.0,445.0,2
306.0,457.0,2
314.0,456.0,2
279.0,480.0,2
269.0,477.0,2
277.0,481.0,2
284.0,470.0,2
263.0,475.0,2
275.0,469.0,2
290.0,453.0,2
271.0,462.0,2
278.0,458.0,2
282.0,461.0,2
267.0,455.0,2
254.0,450.0,2
275.0,484.0,2
276.0,486.0,2
252.0,472.0,2
282.0,459.0,2
278.0,477.0,2
290.0,459.0,2
253.0,457.0,2
277.0,448.0,2
267.0,456.0,2
258.0,469.0,2
252.0,449.0,2
284.0,455.0,2
285.0,477.0,2
283.0,456.0,2
262.0,466.0,2
273.0,474.0,2
275.0,453.0,2
288.0,471.0,2
345.0,398.0,2
364.0,402.0,2
352.0,367.0,2
345.0,394.0,2
353.0,381.0,2
369.0,403.0,2
358.0,374.0,2
372.0,388.0,2
351.0,403.0,2
350.0,393.0,2
351.0,350.0,2
340.0,353.0,2
353.0,343.0,2
350.0,355.0,2
356.0,355.0,2
343.0,374.0,2
350.0,356.0,2
346.0,362.0,2
363.0,370.0,2
345.0,352.0,2
383.0,291.0,2
384.0,319.0,2
374.0,316.0,2
366.0,302.0,2
383.0,293.0,2
389.0,304.0,2
390.0,308.0,2
382.0,318.0,2
377.0,326.0,2
402.0,307.0,2
375.0,261.0,2
383.0,273.0,2
405.0,280.0,2
404.0,282.0,2
377.0,297.0,2
388.0,293.0,2
379.0,289.0,2
383.0,274.0,2
400.0,299.0,2
407.0,271.0,2
412.0,277.0,2
414.0,273.0,2
398.0,248.0,2
399.0,275.0,2
404.0,253.0,2
421.0,244.0,2
413.0,281.0,2
390.0,265.0,2
396.0,275.0,2
407.0,252.0,2
399.0,235.0,2
396.0,253.0,2
402.0,242.0,2
419.0,251.0,2
425.0,240.0,2
399.0,246.0,2
413.0,243.0,2
392.0,231.0,2
415.0,267.0,2
389.0,262.0,2
431.0,232.0,2
444.0,231.0,2
449.0,226.0,2
454.0,198.0,2
423.0,198.0,2
431.0,230.0,2
430.0,212.0,2
427.0,195.0,2
454.0,216.0,2
457.0,213.0,2
451.0,226.0,2
443.0,218.0,2
455.0,198.0,2
431.0,196.0,2
451.0,192.0,2
452.0,214.0,2
437.0,225.0,2
443.0,199.0,2
446.0,202.0,2
425.0,197.0,2
487.0,210.0,2
468.0,209.0,2
480.0,186.0,2
470.0,188.0,2
467.0,188.0,2
472.0,198.0,2
475.0,175.0,2
475.0,193.0,2
481.0,207.0,2
462.0,198.0,2
